Point ID;Time;Hz [dms];V [dms];D [m];PPM Type;PPM;Pressure [mBar];Av Temp [°C];Target Easting [m];Target Northing [m];Target Elevation [m];Station Easting [m];Station Northing [m];Station Height [m];Null Measurement [m];Horz Distance [m]
CND_29;03/09/2026 12:02;" 313° 30' 27.58034""";"  80° 52' 46.33530""";264.294;Atmos PPM;0;1013.25;11.1012;175899.783;9045813.57;120.837;176089.028;9045633.904;78.939;261.111;260.948
CND_200_5;03/09/2026 12:02;" 316° 06' 24.80591""";"  77° 35' 27.49394""";562.269;Atmos PPM;0;1013.25;11.1012;175708.35;9046029.649;199.785;176089.028;9045633.904;78.939;549.185;549.117
CND_1401;03/09/2026 12:02;" 317° 46' 13.36612""";"  79° 41' 08.16747""";345.464;Atmos PPM;0;1013.25;11.1012;175860.619;9045885.586;140.802;176089.028;9045633.904;78.939;340.026;339.874
CND_1602;03/09/2026 12:03;" 317° 50' 26.69309""";"  78° 12' 01.45049""";403.377;Atmos PPM;0;1013.25;11.1012;175824.036;9045926.617;161.436;176089.028;9045633.904;78.939;394.845;394.844
CND_1504;03/09/2026 12:03;" 320° 45' 20.27370""";"  78° 43' 30.83430""";370.088;Atmos PPM;0;1013.25;11.1012;175859.447;9045915.002;151.305;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;03/09/2026 12:03;" 320° 50' 21.09087""";"  77° 01' 23.19592""";587.596;Atmos PPM;0;1013.25;11.1012;175727.487;9046077.893;210.911;176089.028;9045633.904;78.939;572.641;572.572
CND_190_6;03/09/2026 12:03;" 321° 21' 18.96539""";"  77° 52' 43.06485""";529.233;Atmos PPM;0;1013.25;11.1012;175765.939;9046038.053;190.087;176089.028;9045633.904;78.939;517.464;517.419
CND_26;03/09/2026 12:03;" 321° 48' 32.28212""";"  82° 11' 28.40976""";231.313;Atmos PPM;0;1013.25;11.1012;175947.355;9045814.029;110.371;176089.028;9045633.904;78.939;229.307;229.164
CND_30;03/09/2026 12:03;" 323° 47' 08.31343""";"  80° 41' 07.43809""";257.39;Atmos PPM;0;1013.25;11.1012;175938.986;9045838.84;120.603;176089.028;9045633.904;78.939;254.209;253.991
CND_1402;03/09/2026 12:03;" 325° 03' 25.80418""";"  79° 32' 24.99635""";340.05;Atmos PPM;0;1013.25;11.1012;175897.525;9045908.03;140.681;176089.028;9045633.904;78.939;334.538;334.392
CND_200_6;03/09/2026 12:03;" 325° 14' 58.51738""";"  77° 24' 55.88881""";553.592;Atmos PPM;0;1013.25;11.1012;175781.107;9046077.844;199.575;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;03/09/2026 12:04;" 325° 30' 35.10683""";"  78° 11' 56.03502""";397.915;Atmos PPM;0;1013.25;11.1012;175868.497;9045954.954;160.329;176089.028;9045633.904;78.939;389.496;389.495
CND_210_6;03/09/2026 12:04;" 328° 34' 34.94886""";"  76° 54' 34.90728""";582.156;Atmos PPM;0;1013.25;11.1012;175793.451;9046117.78;210.812;176089.028;9045633.904;78.939;567.059;567.011
CND_1503;03/09/2026 12:04;" 328° 44' 15.27078""";"  78° 43' 02.33246""";367.859;Atmos PPM;0;1013.25;11.1012;175901.844;9045942.282;150.919;176089.028;9045633.904;78.939;360.776;360.741
CND_34;03/09/2026 12:04;" 330° 33' 52.49884""";"  80° 30' 50.05516""";315.764;Atmos PPM;0;1013.25;11.1012;175935.997;9045905.153;130.986;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;03/09/2026 12:04;" 332° 03' 28.27083""";"  77° 26' 35.61273""";554.822;Atmos PPM;0;1013.25;11.1012;175835.316;9046112.329;199.581;176089.028;9045633.904;78.939;541.571;541.535
CND_1604;03/09/2026 12:04;" 332° 27' 31.39960""";"  78° 10' 03.31652""";397.114;Atmos PPM;0;1013.25;11.1012;175909.342;9045978.542;160.378;176089.028;9045633.904;78.939;388.706;388.667
CND_27;03/09/2026 12:05;" 332° 40' 52.13308""";"  82° 13' 56.73997""";231.131;Atmos PPM;0;1013.25;11.1012;175983.945;9045837.378;110.181;176089.028;9045633.904;78.939;229.13;229.006
CND_22;03/09/2026 12:05;" 334° 37' 10.70048""";"  80° 44' 19.95891""";259.959;Atmos PPM;0;1013.25;11.1012;175979.077;9045865.716;120.78;176089.028;9045633.904;78.939;256.724;256.566
CND_210_7;03/09/2026 12:05;" 337° 51' 15.73927""";"  77° 09' 30.12786""";584.999;Atmos PPM;0;1013.25;11.1012;175874.073;9046162.196;208.981;176089.028;9045633.904;78.939;570.387;570.349
CND_1803;03/09/2026 12:07;" 348° 01' 14.33923""";"  78° 12' 13.61241""";498.573;Atmos PPM;0;1013.25;11.1012;175987.773;9046111.315;180.879;176089.028;9045633.904;78.939;488.054;488.03
CND_23;03/09/2026 12:07;" 348° 36' 40.06685""";"  78° 49' 30.18124""";391.407;Atmos PPM;0;1013.25;11.1012;176013.237;9046010.327;154.806;176089.028;9045633.904;78.939;383.951;383.976
CND_1901;03/09/2026 12:08;" 350° 13' 33.04204""";"  77° 55' 49.36386""";536.181;Atmos PPM;0;1013.25;11.1012;176000.061;9046150.615;191.073;176089.028;9045633.904;78.939;524.343;524.314
CND_20;03/09/2026 12:08;" 359° 04' 39.70447""";"  83° 56' 59.78175""";203.552;Atmos PPM;0;1013.25;11.1012;176085.787;9045836.293;100.396;176089.028;9045633.904;78.939;202.449;202.415
CND_18;03/09/2026 12:08;"   0° 50' 54.26540""";"  86° 10' 49.48814""";178.313;Atmos PPM;0;1013.25;11.1012;176091.678;9045811.799;90.82;176089.028;9045633.904;78.939;177.925;177.915
CND_17;03/09/2026 12:08;"  11° 43' 24.59756""";"  86° 38' 53.37099""";208.078;Atmos PPM;0;1013.25;11.1012;176131.252;9045837.287;91.108;176089.028;9045633.904;78.939;207.753;207.719
CND_30002;03/09/2026 14:00;" 289° 14' 40.71664""";"  79° 29' 03.31329""";723.074;Atmos PPM;0;1013.25;11.1012;175417.866;9045868.277;210.939;176089.028;9045633.904;78.939;710.915;710.907
CND_30003;03/09/2026 14:00;" 290° 56' 10.52506""";"  79° 32' 54.94198""";674.095;Atmos PPM;0;1013.25;11.1012;175469.922;9045870.827;201.251;176089.028;9045633.904;78.939;662.894;662.891
CND_30004;03/09/2026 14:00;" 291° 25' 39.86433""";"  79° 53' 03.47113""";637.675;Atmos PPM;0;1013.25;11.1012;175504.693;9045863.286;190.965;176089.028;9045633.904;78.939;627.75;627.745
CND_170_1;03/09/2026 14:00;" 298° 32' 37.24620""";"  79° 40' 29.47737""";508.767;Atmos PPM;0;1013.25;11.1012;175649.369;9045873.102;170.144;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;03/09/2026 14:00;" 298° 34' 26.27778""";"  78° 59' 22.82925""";594.721;Atmos PPM;0;1013.25;11.1012;175576.396;9045913.154;192.546;176089.028;9045633.904;78.939;583.897;583.757
CND_180_2;03/09/2026 14:01;" 298° 59' 58.08396""";"  79° 34' 26.62057""";553.866;Atmos PPM;0;1013.25;11.1012;175612.637;9045898.019;179.189;176089.028;9045633.904;78.939;544.768;544.707
CND_210_3;03/09/2026 14:01;" 302° 53' 56.70633""";"  78° 03' 51.58042""";629.472;Atmos PPM;0;1013.25;11.1012;175571.976;9045968.45;209.148;176089.028;9045633.904;78.939;616.02;615.844
CND_200_8;03/09/2026 14:01;" 303° 24' 59.68152""";"  78° 15' 52.74265""";598.44;Atmos PPM;0;1013.25;11.1012;175600;9045956.621;200.68;176089.028;9045633.904;78.939;586.05;585.913
CND_200_3;03/09/2026 14:01;" 303° 24' 59.12548""";"  78° 15' 53.33076""";598.439;Atmos PPM;0;1013.25;11.1012;175599.999;9045956.62;200.678;176089.028;9045633.904;78.939;586.052;585.913
CND_190_4;03/09/2026 14:01;" 304° 23' 41.87319""";"  78° 35' 22.40862""";568.318;Atmos PPM;0;1013.25;11.1012;175629.382;9045948.628;191.394;176089.028;9045633.904;78.939;557.187;557.069
CND_200_4;03/09/2026 14:01;" 309° 34' 00.73947""";"  77° 58' 11.67706""";577.863;Atmos PPM;0;1013.25;11.1012;175653.391;9045993.933;199.402;176089.028;9045633.904;78.939;565.267;565.155
CND_1505;03/09/2026 14:01;" 310° 59' 37.91839""";"  79° 10' 46.71858""";381.65;Atmos PPM;0;1013.25;11.1012;175806.115;9045879.825;150.596;176089.028;9045633.904;78.939;374.89;374.856
CND_210_4;03/09/2026 14:01;" 311° 21' 20.94673""";"  77° 25' 45.41795""";600.88;Atmos PPM;0;1013.25;11.1012;175648.853;9046021.433;209.741;176089.028;9045633.904;78.939;586.567;586.458
CND_190_5;03/09/2026 14:01;" 312° 12' 16.06583""";"  78° 10' 50.59765""";542.239;Atmos PPM;0;1013.25;11.1012;175695.92;9045990.469;190.023;176089.028;9045633.904;78.939;530.796;530.728
CND_25;03/09/2026 14:02;" 313° 23' 15.38323""";"  82° 24' 39.43180""";237.061;Atmos PPM;0;1013.25;11.1012;175918.276;9045795.334;110.251;176089.028;9045633.904;78.939;235.096;234.98
CND_29;03/09/2026 14:02;" 313° 30' 22.69817""";"  80° 52' 45.86260""";264.294;Atmos PPM;0;1013.25;11.1012;175899.779;9045813.565;120.838;176089.028;9045633.904;78.939;261.111;260.947
CND_200_5;03/09/2026 14:02;" 316° 06' 23.04986""";"  77° 35' 25.26223""";562.269;Atmos PPM;0;1013.25;11.1012;175708.348;9046029.645;199.791;176089.028;9045633.904;78.939;549.185;549.116
CND_1401;03/09/2026 14:02;" 317° 46' 07.37545""";"  79° 41' 09.26118""";345.464;Atmos PPM;0;1013.25;11.1012;175860.611;9045885.579;140.8;176089.028;9045633.904;78.939;340.026;339.874
CND_1602;03/09/2026 14:02;" 317° 50' 25.12629""";"  78° 12' 05.03751""";403.377;Atmos PPM;0;1013.25;11.1012;175824.033;9045926.616;161.429;176089.028;9045633.904;78.939;394.845;394.845
CND_1504;03/09/2026 14:02;" 320° 45' 19.18558""";"  78° 43' 33.55432""";370.088;Atmos PPM;0;1013.25;11.1012;175859.445;9045915.001;151.301;176089.028;9045633.904;78.939;362.974;362.938
CND_210_5;03/09/2026 14:03;" 320° 50' 21.31091""";"  77° 01' 22.33490""";587.597;Atmos PPM;0;1013.25;11.1012;175727.488;9046077.893;210.913;176089.028;9045633.904;78.939;572.641;572.571
CND_190_6;03/09/2026 14:03;" 321° 21' 19.70133""";"  77° 52' 44.48933""";529.233;Atmos PPM;0;1013.25;11.1012;175765.94;9046038.054;190.084;176089.028;9045633.904;78.939;517.464;517.42
CND_26;03/09/2026 14:03;" 321° 48' 30.45805""";"  82° 11' 27.24586""";231.313;Atmos PPM;0;1013.25;11.1012;175947.353;9045814.027;110.372;176089.028;9045633.904;78.939;229.307;229.164
CND_30;03/09/2026 14:03;" 323° 47' 08.15583""";"  80° 41' 08.83631""";257.39;Atmos PPM;0;1013.25;11.1012;175938.985;9045838.84;120.602;176089.028;9045633.904;78.939;254.209;253.992
CND_1402;03/09/2026 14:03;" 325° 03' 25.49396""";"  79° 32' 26.66580""";340.05;Atmos PPM;0;1013.25;11.1012;175897.525;9045908.03;140.678;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;03/09/2026 14:03;" 325° 14' 59.03381""";"  77° 24' 55.93470""";553.592;Atmos PPM;0;1013.25;11.1012;175781.108;9046077.845;199.575;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;03/09/2026 14:03;" 325° 30' 36.20644""";"  78° 11' 56.01002""";397.916;Atmos PPM;0;1013.25;11.1012;175868.499;9045954.955;160.329;176089.028;9045633.904;78.939;389.496;389.495
CND_210_6;03/09/2026 14:04;" 328° 34' 35.21581""";"  76° 54' 37.59290""";582.156;Atmos PPM;0;1013.25;11.1012;175793.451;9046117.781;210.804;176089.028;9045633.904;78.939;567.059;567.012
CND_1503;03/09/2026 14:04;" 328° 44' 13.42797""";"  78° 43' 01.87473""";367.859;Atmos PPM;0;1013.25;11.1012;175901.842;9045942.28;150.92;176089.028;9045633.904;78.939;360.776;360.741
CND_34;03/09/2026 14:04;" 330° 33' 52.55599""";"  80° 30' 47.22402""";315.764;Atmos PPM;0;1013.25;11.1012;175935.997;9045905.152;130.99;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;03/09/2026 14:04;" 332° 03' 28.55263""";"  77° 26' 33.09006""";554.822;Atmos PPM;0;1013.25;11.1012;175835.317;9046112.329;199.588;176089.028;9045633.904;78.939;541.571;541.534
CND_1604;03/09/2026 14:04;" 332° 27' 31.46345""";"  78° 10' 07.13447""";397.115;Atmos PPM;0;1013.25;11.1012;175909.342;9045978.543;160.37;176089.028;9045633.904;78.939;388.706;388.669
CND_27;03/09/2026 14:04;" 332° 40' 49.27333""";"  82° 13' 55.49116""";231.131;Atmos PPM;0;1013.25;11.1012;175983.942;9045837.376;110.183;176089.028;9045633.904;78.939;229.13;229.006
CND_22;03/09/2026 14:05;" 334° 37' 05.68454""";"  80° 44' 19.02158""";259.96;Atmos PPM;0;1013.25;11.1012;175979.071;9045865.714;120.781;176089.028;9045633.904;78.939;256.724;256.566
CND_210_7;03/09/2026 14:05;" 337° 51' 15.96092""";"  77° 09' 27.86408""";585;Atmos PPM;0;1013.25;11.1012;175874.073;9046162.196;208.988;176089.028;9045633.904;78.939;570.387;570.349
CND_36;03/09/2026 14:07;" 346° 50' 56.78374""";"  80° 56' 14.92501""";333.035;Atmos PPM;0;1013.25;11.1012;176014.232;9045954.157;131.404;176089.028;9045633.904;78.939;328.884;328.871
CND_1803;03/09/2026 14:07;" 348° 01' 11.89844""";"  78° 12' 09.14739""";498.573;Atmos PPM;0;1013.25;11.1012;175987.768;9046111.312;180.89;176089.028;9045633.904;78.939;488.054;488.028
CND_23;03/09/2026 14:07;" 348° 36' 43.42536""";"  78° 49' 29.06217""";391.406;Atmos PPM;0;1013.25;11.1012;176013.243;9046010.327;154.808;176089.028;9045633.904;78.939;383.951;383.976
CND_1901;03/09/2026 14:07;" 350° 13' 33.62667""";"  77° 55' 46.98427""";536.181;Atmos PPM;0;1013.25;11.1012;176000.063;9046150.614;191.079;176089.028;9045633.904;78.939;524.343;524.312
CND_20;03/09/2026 14:07;" 359° 04' 39.88019""";"  83° 57' 00.34416""";203.552;Atmos PPM;0;1013.25;11.1012;176085.787;9045836.293;100.395;176089.028;9045633.904;78.939;202.449;202.415
CND_18;03/09/2026 14:08;"   0° 50' 55.85184""";"  86° 10' 51.24413""";178.313;Atmos PPM;0;1013.25;11.1012;176091.679;9045811.799;90.818;176089.028;9045633.904;78.939;177.925;177.915
CND_17;03/09/2026 14:08;"  11° 43' 23.48993""";"  86° 38' 51.78157""";208.078;Atmos PPM;0;1013.25;11.1012;176131.25;9045837.287;91.109;176089.028;9045633.904;78.939;207.753;207.719
CND_30002;03/09/2026 16:00;" 289° 14' 43.85825""";"  79° 28' 59.20835""";723.074;Atmos PPM;0;1013.25;11.1012;175417.872;9045868.287;210.953;176089.028;9045633.904;78.939;710.915;710.905
CND_30003;03/09/2026 16:00;" 290° 56' 10.75406""";"  79° 32' 48.11958""";674.096;Atmos PPM;0;1013.25;11.1012;175469.926;9045870.826;201.273;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;03/09/2026 16:00;" 291° 25' 41.37970""";"  79° 52' 55.45163""";637.676;Atmos PPM;0;1013.25;11.1012;175504.699;9045863.289;190.99;176089.028;9045633.904;78.939;627.75;627.741
CND_170_1;03/09/2026 16:00;" 298° 32' 40.18863""";"  79° 40' 26.68722""";508.767;Atmos PPM;0;1013.25;11.1012;175649.373;9045873.108;170.151;176089.028;9045633.904;78.939;500.548;500.514
CND_190_3;03/09/2026 16:00;" 298° 34' 28.71421""";"  78° 59' 17.61005""";594.721;Atmos PPM;0;1013.25;11.1012;175576.402;9045913.159;192.561;176089.028;9045633.904;78.939;583.897;583.754
CND_180_2;03/09/2026 16:01;" 298° 59' 56.78523""";"  79° 34' 21.37787""";553.866;Atmos PPM;0;1013.25;11.1012;175612.637;9045898.015;179.203;176089.028;9045633.904;78.939;544.768;544.704
CND_210_3;03/09/2026 16:01;" 302° 53' 56.88411""";"  78° 03' 46.73256""";629.472;Atmos PPM;0;1013.25;11.1012;175571.979;9045968.449;209.163;176089.028;9045633.904;78.939;616.02;615.841
CND_200_3;03/09/2026 16:01;" 303° 25' 01.86893""";"  78° 15' 52.07062""";598.439;Atmos PPM;0;1013.25;11.1012;175600.004;9045956.626;200.682;176089.028;9045633.904;78.939;586.052;585.913
CND_200_8;03/09/2026 16:01;" 303° 25' 02.08494""";"  78° 15' 51.88688""";598.439;Atmos PPM;0;1013.25;11.1012;175600.005;9045956.626;200.682;176089.028;9045633.904;78.939;586.05;585.912
CND_190_4;03/09/2026 16:01;" 304° 23' 43.83974""";"  78° 35' 19.66927""";568.318;Atmos PPM;0;1013.25;11.1012;175629.386;9045948.632;191.401;176089.028;9045633.904;78.939;557.187;557.067
CND_200_4;03/09/2026 16:01;" 309° 34' 00.35855""";"  77° 58' 09.31700""";577.863;Atmos PPM;0;1013.25;11.1012;175653.391;9045993.931;199.409;176089.028;9045633.904;78.939;565.267;565.154
CND_1505;03/09/2026 16:01;" 310° 59' 40.62745""";"  79° 10' 43.44123""";381.651;Atmos PPM;0;1013.25;11.1012;175806.119;9045879.829;150.602;176089.028;9045633.904;78.939;374.89;374.855
CND_210_4;03/09/2026 16:01;" 311° 21' 22.68586""";"  77° 25' 45.73889""";600.881;Atmos PPM;0;1013.25;11.1012;175648.856;9046021.438;209.74;176089.028;9045633.904;78.939;586.567;586.458
CND_190_5;03/09/2026 16:01;" 312° 12' 16.75231""";"  78° 10' 51.00851""";542.239;Atmos PPM;0;1013.25;11.1012;175695.922;9045990.47;190.022;176089.028;9045633.904;78.939;530.796;530.728
CND_25;03/09/2026 16:01;" 313° 23' 16.74894""";"  82° 24' 42.06284""";237.06;Atmos PPM;0;1013.25;11.1012;175918.277;9045795.335;110.248;176089.028;9045633.904;78.939;235.096;234.98
CND_29;03/09/2026 16:02;" 313° 30' 22.94257""";"  80° 52' 42.93184""";264.294;Atmos PPM;0;1013.25;11.1012;175899.779;9045813.565;120.841;176089.028;9045633.904;78.939;261.111;260.947
CND_200_5;03/09/2026 16:02;" 316° 06' 21.72250""";"  77° 35' 24.05360""";562.269;Atmos PPM;0;1013.25;11.1012;175708.346;9046029.642;199.794;176089.028;9045633.904;78.939;549.185;549.115
CND_1401;03/09/2026 16:02;" 317° 46' 10.31252""";"  79° 41' 07.50793""";345.464;Atmos PPM;0;1013.25;11.1012;175860.615;9045885.582;140.803;176089.028;9045633.904;78.939;340.026;339.874
CND_1602;03/09/2026 16:03;" 317° 50' 27.37762""";"  78° 12' 02.29760""";403.378;Atmos PPM;0;1013.25;11.1012;175824.037;9045926.619;161.434;176089.028;9045633.904;78.939;394.845;394.845
CND_1504;03/09/2026 16:03;" 320° 45' 20.14599""";"  78° 43' 31.41566""";370.087;Atmos PPM;0;1013.25;11.1012;175859.447;9045915.002;151.304;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;03/09/2026 16:03;" 320° 50' 22.08657""";"  77° 01' 22.36779""";587.597;Atmos PPM;0;1013.25;11.1012;175727.489;9046077.895;210.913;176089.028;9045633.904;78.939;572.641;572.571
CND_190_6;03/09/2026 16:03;" 321° 21' 21.85306""";"  77° 52' 41.08176""";529.233;Atmos PPM;0;1013.25;11.1012;175765.946;9046038.056;190.092;176089.028;9045633.904;78.939;517.464;517.418
CND_26;03/09/2026 16:03;" 321° 48' 31.99387""";"  82° 11' 22.12228""";231.313;Atmos PPM;0;1013.25;11.1012;175947.355;9045814.028;110.378;176089.028;9045633.904;78.939;229.307;229.163
CND_30;03/09/2026 16:03;" 323° 47' 11.45926""";"  80° 41' 05.66360""";257.39;Atmos PPM;0;1013.25;11.1012;175938.989;9045838.842;120.606;176089.028;9045633.904;78.939;254.209;253.991
CND_1402;03/09/2026 16:03;" 325° 03' 28.01907""";"  79° 32' 24.95438""";340.05;Atmos PPM;0;1013.25;11.1012;175897.528;9045908.032;140.681;176089.028;9045633.904;78.939;334.538;334.392
CND_200_6;03/09/2026 16:03;" 325° 15' 00.96318""";"  77° 24' 56.08524""";553.592;Atmos PPM;0;1013.25;11.1012;175781.112;9046077.848;199.574;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;03/09/2026 16:03;" 325° 30' 37.66273""";"  78° 11' 54.55585""";397.915;Atmos PPM;0;1013.25;11.1012;175868.502;9045954.956;160.332;176089.028;9045633.904;78.939;389.496;389.495
CND_210_6;03/09/2026 16:04;" 328° 34' 37.25535""";"  76° 54' 33.47306""";582.156;Atmos PPM;0;1013.25;11.1012;175793.457;9046117.782;210.815;176089.028;9045633.904;78.939;567.059;567.01
CND_1503;03/09/2026 16:04;" 328° 44' 14.74173""";"  78° 43' 00.01668""";367.859;Atmos PPM;0;1013.25;11.1012;175901.844;9045942.28;150.924;176089.028;9045633.904;78.939;360.776;360.741
CND_34;03/09/2026 16:04;" 330° 33' 53.26777""";"  80° 30' 49.22445""";315.763;Atmos PPM;0;1013.25;11.1012;175935.998;9045905.153;130.987;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;03/09/2026 16:04;" 332° 03' 31.11886""";"  77° 26' 32.93397""";554.822;Atmos PPM;0;1013.25;11.1012;175835.323;9046112.332;199.588;176089.028;9045633.904;78.939;541.571;541.534
CND_1604;03/09/2026 16:04;" 332° 27' 35.21977""";"  78° 10' 05.13054""";397.114;Atmos PPM;0;1013.25;11.1012;175909.349;9045978.546;160.374;176089.028;9045633.904;78.939;388.706;388.668
CND_27;03/09/2026 16:04;" 332° 40' 54.50241""";"  82° 13' 53.55573""";231.131;Atmos PPM;0;1013.25;11.1012;175983.947;9045837.378;110.185;176089.028;9045633.904;78.939;229.13;229.006
CND_22;03/09/2026 16:04;" 334° 37' 09.51403""";"  80° 44' 17.39972""";259.96;Atmos PPM;0;1013.25;11.1012;175979.076;9045865.716;120.783;176089.028;9045633.904;78.939;256.724;256.566
CND_210_7;03/09/2026 16:05;" 337° 51' 16.05832""";"  77° 09' 28.77285""";585;Atmos PPM;0;1013.25;11.1012;175874.073;9046162.197;208.985;176089.028;9045633.904;78.939;570.387;570.35
CND_1803;03/09/2026 16:06;" 348° 01' 12.76189""";"  78° 12' 09.13462""";498.573;Atmos PPM;0;1013.25;11.1012;175987.77;9046111.312;180.89;176089.028;9045633.904;78.939;488.054;488.028
CND_23;03/09/2026 16:06;" 348° 36' 41.59557""";"  78° 49' 27.63554""";391.406;Atmos PPM;0;1013.25;11.1012;176013.24;9046010.326;154.811;176089.028;9045633.904;78.939;383.951;383.975
CND_1901;03/09/2026 16:06;" 350° 13' 36.09008""";"  77° 55' 47.57120""";536.181;Atmos PPM;0;1013.25;11.1012;176000.069;9046150.615;191.078;176089.028;9045633.904;78.939;524.343;524.312
CND_20;03/09/2026 16:07;" 359° 04' 42.46676""";"  83° 56' 59.35246""";203.552;Atmos PPM;0;1013.25;11.1012;176085.79;9045836.293;100.396;176089.028;9045633.904;78.939;202.449;202.415
CND_18;03/09/2026 16:07;"   0° 50' 55.10283""";"  86° 10' 42.21518""";178.313;Atmos PPM;0;1013.25;11.1012;176091.678;9045811.799;90.826;176089.028;9045633.904;78.939;177.925;177.914
CND_17;03/09/2026 16:07;"  11° 43' 25.07899""";"  86° 38' 51.18414""";208.078;Atmos PPM;0;1013.25;11.1012;176131.252;9045837.286;91.11;176089.028;9045633.904;78.939;207.753;207.719
CND_30002;03/09/2026 18:00;" 289° 14' 44.91576""";"  79° 28' 58.90753""";723.074;Atmos PPM;0;1013.25;11.1012;175417.873;9045868.29;210.954;176089.028;9045633.904;78.939;710.915;710.905
CND_30003;03/09/2026 18:00;" 290° 56' 13.70978""";"  79° 32' 49.67082""";674.096;Atmos PPM;0;1013.25;11.1012;175469.928;9045870.835;201.268;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;03/09/2026 18:00;" 291° 25' 44.61780""";"  79° 52' 56.67912""";637.676;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.298;190.986;176089.028;9045633.904;78.939;627.75;627.741
