point_id,seg,waktu,cycle,d_rad,d_tan,dZ,d_rad_c,d_tan_c,dZ_c,jarak_m
CND_200_7,0,2026-09-04 16:04,37,-0.435,9.852,-5.0,0.054,-0.7,-4.235,541.536
CND_200_7,0,2026-09-04 18:04,38,-0.234,-0.442,-3.0,0.268,-0.03,-2.214,541.536
CND_200_7,0,2026-09-04 20:04,39,-0.288,-2.677,-4.0,0.228,-1.846,-3.194,541.536
CND_200_7,0,2026-09-04 22:04,40,-0.234,-0.442,-1.0,0.294,-0.116,-0.173,541.536
CND_200_7,0,2026-09-05 00:04,41,-0.703,-1.325,0.0,-0.161,-2.072,0.848,541.536
CND_200_7,0,2026-09-05 02:04,42,-1.118,0.027,0.0,-0.563,0.0,0.868,541.536
CND_200_7,0,2026-09-05 04:04,43,-1.118,0.027,2.0,-0.549,-0.243,2.889,541.536
CND_200_7,0,2026-09-05 06:04,44,-1.693,-5.328,2.0,-1.112,-0.552,2.91,541.536
CND_200_7,0,2026-09-05 08:05,45,-1.8,-9.798,1.0,-1.205,0.196,1.931,541.536
CND_200_7,0,2026-09-05 10:05,46,-0.756,-3.561,-5.0,-0.148,0.087,-4.049,541.536
CND_200_7,0,2026-09-05 12:05,47,-1.118,0.027,-7.0,-0.496,-5.366,-6.028,541.536
CND_200_7,0,2026-09-05 14:05,48,-0.181,1.794,-10.0,0.454,-5.411,-9.007,541.536
CND_200_7,0,2026-09-05 16:05,49,-0.489,7.617,-5.0,0.159,-1.45,-3.987,541.536
CND_200_7,0,2026-09-05 18:04,50,-0.288,-2.677,-6.0,0.373,-0.624,-4.966,541.536
CND_200_7,0,2026-09-05 20:06,51,-0.756,-3.561,-3.0,-0.082,-1.39,-1.945,541.536
CND_200_7,0,2026-09-05 22:05,52,-0.288,-2.677,-4.0,0.399,-0.578,-2.925,541.536
CND_200_7,0,2026-09-06 00:04,53,-1.533,1.379,-1.0,-0.832,1.891,0.096,541.536
CND_200_7,0,2026-09-06 02:04,54,-0.649,0.91,-3.0,0.064,1.497,-1.884,541.536
CND_200_7,0,2026-09-06 04:04,55,-1.533,1.379,0.0,-0.806,1.706,1.137,541.536
CND_200_7,0,2026-09-06 06:04,56,-0.703,-1.325,-3.0,0.037,-0.782,-1.842,541.536
CND_200_7,0,2026-09-06 10:05,58,-0.703,-1.325,-8.0,0.064,3.212,-6.801,541.536
CND_200_7,0,2026-09-06 12:04,59,-1.533,1.379,-5.0,-0.753,0.928,-3.78,541.536
CND_200_7,0,2026-09-06 14:04,60,-1.171,-2.209,-4.0,-0.378,-0.008,-2.76,541.536
CND_200_7,0,2026-09-06 16:04,61,-1.64,-3.092,-5.0,-0.834,-1.633,-3.739,541.536
CND_200_7,0,2026-09-06 18:05,62,-1.586,-0.857,-4.0,-0.767,0.465,-2.718,541.536
CND_200_7,0,2026-09-06 20:05,63,-1.171,-2.209,-6.0,-0.339,-0.033,-4.697,541.536
CND_200_7,0,2026-09-06 22:04,64,-1.64,-3.092,-1.0,-0.794,-1.62,0.323,541.536
CND_200_7,0,2026-09-07 00:04,65,-1.171,-2.209,-3.0,-0.312,-1.255,-1.656,541.536
CND_200_7,0,2026-09-07 02:04,66,-1.586,-0.857,-2.0,-0.714,0.264,-0.636,541.536
CND_200_7,0,2026-09-07 04:04,67,-2.055,-1.74,1.0,-1.169,0.459,2.385,541.536
CND_200_7,0,2026-09-07 06:04,68,-1.64,-3.092,-3.0,-0.741,-0.599,-1.594,541.536
CND_200_7,0,2026-09-07 08:04,69,-1.278,-6.68,-4.0,-0.367,-0.348,-2.574,541.536
CND_200_7,0,2026-09-07 10:04,70,-1.64,-3.092,-3.0,-0.715,-1.119,-1.553,541.536
CND_200_7,0,2026-09-07 12:05,71,-2.363,4.083,-5.0,-1.424,0.704,-3.532,541.536
CND_200_7,0,2026-09-07 14:05,72,-3.3,2.316,-1.0,-2.348,-4.74,0.488,541.536
CND_200_7,0,2026-09-07 18:05,73,-1.693,-5.328,-4.0,-0.715,-2.974,-2.47,541.536
CND_200_7,0,2026-09-07 20:04,74,-1.171,-2.209,-5.0,-0.18,-0.518,-3.45,541.536
CND_200_7,0,2026-09-07 22:04,75,-0.703,-1.325,-8.0,0.301,-0.217,-6.429,541.536
CND_200_7,0,2026-09-08 00:04,76,-1.118,0.027,-8.0,-0.1,0.856,-6.408,541.536
CND_200_7,0,2026-09-08 02:04,77,-1.278,-6.68,-6.0,-0.248,-5.606,-4.388,541.536
CND_200_7,0,2026-09-08 04:04,78,-2.055,-1.74,-3.0,-1.011,-1.603,-1.367,541.536
CND_200_7,0,2026-09-08 06:04,79,-1.118,0.027,-4.0,-0.061,0.975,-2.346,541.536
